incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001480359,IBERIA,IBERIA,21/01/2021 16:20,22/01/2021 12:51,Closed,"Mail message from CONTROL-M: Ha fallado el job X92OSM01 en zlc, avisar en horario laboral a USCIBMAM",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo X92OSM01 Impact: Bajo Root Cause: Fichero de salida ya generado Steps Taken: Se descarta el fichero ya generado y se relanza el proceso terminando ok,Mantenimiento COBOL,INCIDENT,26/01/2021,SOFTWARE FAILURE,,1,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001480360,IBERIA,IBERIA,21/01/2021 16:42,22/01/2021 15:23,Closed,[CARGO PORTAL],IAG EUC Remote Support,EUC,EUC,Media,3-Medio,Connected to the user machine in remotely and installed google chrome (flash support). Now the issue has been resolved hence we closing this ticket with user confirmation.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/01/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (MADRID BARAJAS),MNG. SOPORTE TECNICO (CAR (AGDS00)
INC000001480366,IBERIA,IBERIA,21/01/2021 16:48,21/01/2021 17:19,Closed,[COM003] Pasajeros con necesidades especiales,ASSECO_MTO_CKIONLINE,Application Tower,PSS,Baja,4-Baja,"El ckionline para pasajeros con necesidades especiales está bloqueado, si se intenta recuperar alguno, se deniega el ckionline. Al igual que si un pasajero viaja con una mascota, equipajes especiales, etc. El funcionamiento de la app es correcto",Mantenimiento Pasaje,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001480370,IBERIA,IBERIA,21/01/2021 17:10,,Pending,[COM] PAYMENT [ES] Pagos sin finalizar por error con causa “Error en la mac recibida”,AM_MTO_IBIS,Application Tower,Ib.com,Baja,4-Baja,[IBIS] Incident REQ000001081490 have been created in NetPlus portal for investigating the issue.,MANTENIMIENTO IB.COM,INCIDENT,28/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,11,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001480373,IBERIA,IBERIA,21/01/2021 17:12,21/01/2021 17:12,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,INGENIERIA V2500 (AMITR0G0)
INC000001480375,IBERIA,IBERIA,21/01/2021 17:29,21/01/2021 19:48,Closed,[ESC005] error de acceso,Aplicaciones BI,Application Tower,BI,Media,3-Medio,"Issue: Login failure in GaudiPr1 and that if during the afternoon it is not resolved it would be very urgent. Analysis: We have analyzed the issue and found that user is not able to login to GaudiPr1 platform because server is not accessible/ Services was hanged. Business Impact: Business were not able to access the reports, This caused delay in staff duties. Resolution: Below Steps were performed to resolve the issue: 1. Restarted the GaudiPr1 platform services but Hyperion S9 BI+ 9.2 Workspace service got stuck while stopping it. 2. Contact to csoporte team indicating them notify Windows ES and restart the services in GaudiPr1. 3. Service restarted by Windows ES team. CAN THIS ISSUE BE PREVENTED?: No. this is not a recurring issue. PROBLEM TICKET REQUIRED?: No. as the issue is temporary.",Mantenimiento BI,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,TERMINAL T4,BAGGAGE SUPORT CENTER (AHM0001W)
INC000001480378,IBERIA,IBERIA,21/01/2021 17:28,21/01/2021 17:28,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001480379,IBERIA,IBERIA,21/01/2021 17:29,21/01/2021 17:29,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,VELAZQUEZ 130 B.VI,U.POLITICA DIRECTIVOS Y M (3HRD00)
INC000001480384,IBERIA,IBERIA,21/01/2021 17:53,21/01/2021 17:53,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001480385,IBERIA,IBERIA,21/01/2021 18:02,21/01/2021 18:02,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,25/01/2021,PERFORMANCE ISSUE,,0,TERMINAL T4,ASIST.PAX T4_J.TERMINAL (AHMDST4D)
INC000001480386,IAG CARGO,BRITISH AIRWAYS,21/01/2021 18:03,,Pending,FHL Data not being sent into BA AIRES from the IAG Cargo portal,CARGO-PORTAL,Application Tower,CARGO,Baja,4-Baja,,Mantenimiento Cargo,INCIDENT,29/01/2021,SOFTWARE FAILURE,,11,SIN IDENTIFICAR,
INC000001480387,IBERIA,IBERIA,21/01/2021 18:11,21/01/2021 19:48,Closed,[ESC005] no podemos conectar a GAUDI,Aplicaciones BI,Application Tower,BI,Media,3-Medio,"Issue: Login failure in GaudiPr1 and that if during the afternoon it is not resolved it would be very urgent. Analysis: We have analyzed the issue and found that user is not able to login to GaudiPr1 platform because server is not accessible/ Services was hanged. Business Impact: Business were not able to access the reports, This caused delay in staff duties. Resolution: Below Steps were performed to resolve the issue: 1. Restarted the GaudiPr1 platform services but Hyperion S9 BI+ 9.2 Workspace service got stuck while stopping it. 2. Contact to csoporte team indicating them notify Windows ES and restart the services in GaudiPr1. 3. Service restarted by Windows ES team. CAN THIS ISSUE BE PREVENTED?: No. this is not a recurring issue. PROBLEM TICKET REQUIRED?: No. as the issue is temporary.",Mantenimiento BI,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- JEF.PERM.Y TURN (AGDM00MF)
INC000001480388,IBERIA EXPRESS,IBERIA EXPRESS,21/01/2021 18:07,21/01/2021 18:35,Closed,Solicita reset de usuario de RESIBER,CSUSAS,Server Tower,Server Tower,Media,2-Alta,"[CSUSAS]Se hace reset en TSC en la parte de IB, concuerda con sign in y solicitante, @SSI las contraseñas de iberia express no las lleva CSUSAS, tenerlo en cuenta",Unidad de Operaciones Ordenadores,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,MADRID / ALCAÑIZ,
INC000001480389,IBERIA,IBERIA,21/01/2021 18:08,21/01/2021 18:14,Closed,Y - Fallo Software:,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,Resolution : Took remote of user machine and updated latest package of Pulse. Disabled Juniper. It's working fine. Hence with user's confirmation closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR,
INC000001480390,IBERIA,IBERIA,21/01/2021 18:11,21/01/2021 18:11,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480392,IBERIA,IBERIA,21/01/2021 18:20,21/01/2021 19:48,Closed,LINUX_sun - beml: URL error no se ha podido conectar con http://gaudipr1.iberia.ib:19000/workspace/i,Aplicaciones BI,Application Tower,BI,Media,3-Medio,"Issue: Login failure in GaudiPr1 and that if during the afternoon it is not resolved it would be very urgent. Analysis: We have analyzed the issue and found that user is not able to login to GaudiPr1 platform because server is not accessible/ Services was hanged. Business Impact: Business were not able to access the reports, This caused delay in staff duties. Resolution: Below Steps were performed to resolve the issue: 1. Restarted the GaudiPr1 platform services but Hyperion S9 BI+ 9.2 Workspace service got stuck while stopping it. 2. Contact to csoporte team indicating them notify Windows ES and restart the services in GaudiPr1. 3. Service restarted by Windows ES team. CAN THIS ISSUE BE PREVENTED?: No. this is not a recurring issue. PROBLEM TICKET REQUIRED?: No. as the issue is temporary.",Mantenimiento BI,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR,
INC000001480393,IBERIA,IBERIA,21/01/2021 18:19,21/01/2021 18:19,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,EDIF.101 - HANGAR 3,MGR. MANTO. INTERIORES Y (AMNLL2)
INC000001480394,IBERIA,IBERIA,21/01/2021 18:22,21/01/2021 18:22,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,TMA MECANICA (AMNLB0AC)
INC000001480399,IBERIA,IBERIA,21/01/2021 18:26,21/01/2021 18:26,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- OPER. (AGDM00MB)
INC000001480400,IBERIA,IBERIA,21/01/2021 18:50,21/01/2021 18:50,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480401,IBERIA,IBERIA,21/01/2021 18:33,21/01/2021 19:48,Closed,Hyperion service stopped. Warn ONCALL APPLICATION El servicio lleva PARADO mas de 10 minutos. Segun,Aplicaciones BI,Application Tower,BI,Media,3-Medio,"Issue: Login failure in GaudiPr1 and that if during the afternoon it is not resolved it would be very urgent. Analysis: We have analyzed the issue and found that user is not able to login to GaudiPr1 platform because server is not accessible/ Services was hanged. Business Impact: Business were not able to access the reports, This caused delay in staff duties. Resolution: Below Steps were performed to resolve the issue: 1. Restarted the GaudiPr1 platform services but Hyperion S9 BI+ 9.2 Workspace service got stuck while stopping it. 2. Contact to csoporte team indicating them notify Windows ES and restart the services in GaudiPr1. 3. Service restarted by Windows ES team. CAN THIS ISSUE BE PREVENTED?: No. this is not a recurring issue. PROBLEM TICKET REQUIRED?: No. as the issue is temporary.",Mantenimiento BI,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,SIN IDENTIFICAR,
INC000001480402,IBERIA,IBERIA,21/01/2021 18:43,21/01/2021 22:07,Closed,"PR:IB6011/21JANAMAD,1 PNR RL MXDVH 1. VENTANCORTYACQUEZ+O2 A MVD 23",CKI,Application Tower,PSS,Media,3-Medio,Pasajero facturado,Mantenimiento Pasaje,INCIDENT,25/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,0,SIN IDENTIFICAR (Madrid),
INC000001480403,IBERIA,IBERIA,21/01/2021 18:58,21/01/2021 18:58,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001480404,IBERIA,IBERIA,21/01/2021 19:11,22/01/2021 16:57,Closed,PCI Baja file not coming since 17th Nov'20,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,"Issue: We have not received PCI Baja files from 17th Nov'20 Impact: Data will not updated at Salesforce due to this business will impact. Analysis: we have raise this with source system and they have asked us for manual loading and working on this issue. Steps Taken to Resolve: we checked at the FTP servers and manually downloaded the files and loaded all the files data. Problem Ticket Required? (Yes, No).: No, all the data have been processed now. So no need for problem ticket. Can this incident be prevented? (Yes, No): No, the files are not received from Source System.",Mantenimiento BI,INCIDENT,26/01/2021,DATA ISSUE,,1,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001480405,IBERIA,IBERIA,21/01/2021 19:25,21/01/2021 19:25,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- OPER. (AGDM00MB)
INC000001480406,IBERIA,IBERIA,21/01/2021 19:48,22/01/2021 14:50,Closed,Caso phishing.,Gestión Seguridad Informática,Seguridad,Seguridad,Baja,4-Baja,"Malicious email reported by Durán Herranz, Ana María <aduran@iberia.es> with subject ""FW:Ana DH"", sender Ana DH <ablanca@mcgestion.com> and with the following URLs: Redirector:https://bit.ly/2Kxnb6f Effective URL: http://qiao.reportcondition.link/index 15 users received the malicious email. User informed. No additional measures needed.",Unidad Seguridad Informática,INCIDENT,26/01/2021,SECURITY ISSUE.CYBERATTACKS,PHISING,1,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MNG. PREVENCIÓN LABORAL (3HSH00)
INC000001480407,IBERIA,IBERIA,21/01/2021 19:49,21/01/2021 19:49,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,EDIF.101 - HANGAR 3,APOYO SAT (AMNLL0F0)
INC000001480409,IBERIA,IBERIA,21/01/2021 20:29,21/01/2021 20:29,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480410,IBERIA,IBERIA,21/01/2021 20:41,25/01/2021 04:17,Closed,Problemas para actualizar contraseña,OAM/OIM/OVD/OIF/OSB Support,Application Tower,Mantenimiento Herramientas IT & DBAs,Baja,4-Baja,"[OIM} Date: 22 Jan 2021 Password has been reset and shared to user, Awaiting user confirmation. Thank U Date: 25 Jan 2021 User confirmed that issue is resolved. Thank U",Mantenimiento Herramientas IT & DBAs,INCIDENT,29/01/2021,SOFTWARE FAILURE,,4,SIN IDENTIFICAR,
INC000001480411,IBERIA,IBERIA,21/01/2021 20:47,21/01/2021 20:47,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001480412,IBERIA,IBERIA,21/01/2021 20:58,21/01/2021 20:58,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (LIMA),DELEG COMERCIAL PERÚ (ACW3L0)
INC000001480415,IBERIA,IBERIA,21/01/2021 21:14,21/01/2021 21:14,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,AGP AEROPUERTO,PRODUCCION PASAJEROS (AHARS00S)
INC000001480417,IBERIA,IBERIA,21/01/2021 22:28,21/01/2021 22:27,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001480452,IBERIA,IBERIA,21/01/2021 16:21,21/01/2021 19:06,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,El usuario no existe,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,BCN AEROPUERTO,MNG MANTENIMIENTO HANGAR (AMIRD7)
INC000001480454,IBERIA,IBERIA,21/01/2021 16:36,21/01/2021 16:36,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG PROG. TRIP TEC Y TCP (APP001)
INC000001480455,IBERIA,IBERIA,21/01/2021 17:14,21/01/2021 17:44,Closed,3.2 AMADEUS SIGN IN RESET,CSUSAS,Server Tower,Server Tower,Baja,4-Baja,[CSUSAS]Se hace reset en Amadeus y se envía correo .,Unidad de Operaciones Ordenadores,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001480456,IBERIA,IBERIA,21/01/2021 16:25,25/01/2021 08:50,Closed,"Control-M Server: Shout by orderno: 0005d5g0 A18OYR39 Ha fallado el job A18OYR39 en zlc , avisar e",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: El proceso falla en el programa A18PRXBE debido a la existencia de registros con carencias de información. Impact: El fallo imposibilita la obtención del RES. Root Cause: El fallo viene provocado porque el primer registro del fichero de entrada no tiene informado el campo de fecha de proceso. Steps Taken: Se incluye manualmente la fecha de proceso y se relanza desde el paso fallado.,Mantenimiento COBOL,INCIDENT,29/01/2021,PROCESS FAILURE,BATCH,4,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001480459,IBERIA,IBERIA,21/01/2021 16:32,21/01/2021 16:32,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,VGO AEROPUERTO,TMA MECANICA VIGO (AMNLR0XB)
INC000001480462,IBERIA,IBERIA,21/01/2021 17:02,21/01/2021 17:02,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480463,IBERIA,IBERIA,21/01/2021 17:21,21/01/2021 17:52,Closed,Alarma backup AP Navarra,WAN,Network Tower,Network Tower,Media,3-Medio,RFO: RFO: BU AP Navarra down. Issue and alarm cleared during diagnostics.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/01/2021,DATA ISSUE,,0,SIN IDENTIFICAR,
INC000001480464,IBERIA,IBERIA,21/01/2021 16:50,21/01/2021 19:47,Closed,[ESC005] Fallo de Logueo en la aplicación Hyperion en todos los ordenadores del departamento.,Aplicaciones BI,Application Tower,BI,Alta,2-Alta,"Issue: Login failure in GaudiPr1 and that if during the afternoon it is not resolved it would be very urgent. Analysis: We have analyzed the issue and found that user is not able to login to GaudiPr1 platform because server is not accessible/ Services was hanged. Business Impact: Business were not able to access the reports, This caused delay in staff duties. Resolution: Below Steps were performed to resolve the issue: 1. Restarted the GaudiPr1 platform services but Hyperion S9 BI+ 9.2 Workspace service got stuck while stopping it. 2. Contact to csoporte team indicating them notify Windows ES and restart the services in GaudiPr1. 3. Service restarted by Windows ES team. CAN THIS ISSUE BE PREVENTED?: No. this is not a recurring issue. PROBLEM TICKET REQUIRED?: No. as the issue is temporary.",Mantenimiento BI,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,TERMINAL T4,ASIST.PAX T4_CECA_AG (AHMDS05A)
INC000001480466,IBERIA,IBERIA,21/01/2021 16:52,22/01/2021 08:35,Closed,[COM003] Reservas en tiempo de checkin con asientos seleccionados,ASSECO_MTO_CKIONLINE,Application Tower,PSS,Baja,4-Baja,"[Asseco] las reservas en tiempo de cki (24h antes de la salida del vuelo) algunos pasajeros (grupos con child o infant, Top tiers), poco después de la creación del vuelo se lanza un proceso que les asigna automáticamente un asiento.",Mantenimiento Pasaje,INCIDENT,26/01/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001480469,IBERIA,IBERIA,21/01/2021 16:55,21/01/2021 17:18,Closed,Control-M Server: Shout by orderno: 0005dio9 N51O04,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo N51O04 Impact. Bajo Root Causes: Fallo por no existir el fichero de entrada. Steps taken;: Se relanza cuando se genera.,Mantenimiento COBOL,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001480470,IBERIA,IBERIA,21/01/2021 16:59,21/01/2021 17:23,Closed,"LINUX_ibm - El job: P09OB03 con OrderID: 5cr9q del DataCenter: CTM_SERVER en la maquina: zlc, Aplic",USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Fallo P09PB03 Impact. Bajo Root Causes: Fallo en acceso a diccionario. Steps taken: Se actualiza diccionario que contiene los Viernes Santos hasta el año 2031 y relanza proceso.,Mantenimiento COBOL,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
